model_name,dataset_name,job_type,group,n_gpus,runtime,n_samples,epochs,max_epochs
microsoft/beit-large-patch16-512,aharley/rvl_cdip,train,aharley/rvl_cdip_20231130-151813-370445,1,254866.07268118855,896000.0,2.8,10.0
facebook/deit-small-patch16-224,aharley/rvl_cdip,train,aharley/rvl_cdip_20231130-151813-370445,2,86460.06073236465,3200000.0,10.0,10.0
microsoft/beit-large-patch16-512,huggan/wikiart,train,huggan/wikiart_20231130-184447-563098,1,172383.36844587326,488664.0,8.0,10.0
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,train,pcuenq/oxford-pets_20231130-134100-654677,1,2775.050471305847,55117.5,10.0,10.0
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,train,pcuenq/oxford-pets_20231130-134100-654677,1,2134.2533960342407,55117.5,10.0,10.0
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,train,pcuenq/oxford-pets_20231130-134100-654677,1,13694.6371986866,551175.0,100.0,100.0
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,train,pcuenq/oxford-pets_20231130-134100-654677,1,10667.09417772293,551175.0,100.0,100.0
microsoft/beit-large-patch16-512,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,3,108497.32421326636,610830.0,10.0,10.0
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,164.73997807502747,7390.0,,
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,87.46787905693054,3500.0,,
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,130.45774245262146,5500.0,,
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,40.71607851982117,1000.0,,
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,21.61496520042419,500.0,,
microsoft/swinv2-base-patch4-window8-256,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,53.718944787979126,2000.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,88.19979882240295,5500.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,117.94821357727052,7390.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,78.48346066474915,3500.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,46.76442766189575,2000.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,35.64347958564758,1000.0,,
Intel/vit-base-patch16-224-int8-static,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,26.035194396972656,500.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,203.70421314239505,7390.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,162.36456966400146,5500.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,109.28757429122923,3500.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,42.58953619003296,1000.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,70.59346675872803,2000.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,187.1542916297913,7390.0,,
microsoft/swin-base-patch4-window12-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,31.936317443847656,500.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,132.41754603385925,5500.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,57.49989151954651,2000.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,94.8770353794098,3500.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,23.959088802337646,500.0,,
facebook/dinov2-base-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,33.94015598297119,1000.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,141.542227268219,7390.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,106.0348298549652,5500.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,28.93442940711975,1000.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,71.98937606811523,3500.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,19.528543710708615,500.0,,
facebook/dinov2-small-imagenet1k-1-layer,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,45.946579933166504,2000.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,290.86182403564453,7390.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,132.14341759681702,3500.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,190.2507140636444,5500.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,82.41719341278076,2000.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,49.0774130821228,1000.0,,
microsoft/swin-large-patch4-window12-384-in22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,35.295467138290405,500.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,99.80988645553587,5500.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,125.36316323280334,7390.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,52.30683422088623,2000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,67.84781122207642,3500.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,28.389194011688232,1000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,21.716190814971924,500.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,69.35586428642273,3500.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,127.65154385566711,7390.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,95.51128792762756,5500.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,43.442421674728394,2000.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,31.033390998840332,1000.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,640.8747165203094,7390.0,,
microsoft/beit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,21.60788059234619,500.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,468.3295316696167,5500.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,280.41634011268616,3500.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,148.75503492355347,5500.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,197.0956997871399,2000.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,101.66167879104614,3500.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,62.312084674835205,500.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,184.33486604690552,7390.0,,
microsoft/beit-large-patch16-512,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,103.3958866596222,1000.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,26.2146418094635,500.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,38.089486837387085,1000.0,,
facebook/deit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,63.502723932266235,2000.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,235.5028691291809,7390.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,133.51016235351562,5500.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,101.15408849716188,3500.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,22.593312740325928,500.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,59.7973735332489,2000.0,,
microsoft/cvt-21-384-22k,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,35.60097098350525,1000.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,137.0739951133728,7390.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,52.73002910614014,2000.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,81.447256565094,3500.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,108.82757759094238,5500.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,27.965447902679443,1000.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,95.33942127227785,3500.0,,
microsoft/cvt-13,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,28.860581874847412,500.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,137.53311800956726,5500.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,154.44048261642456,7390.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,42.271074295043945,1000.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,64.56177973747253,2000.0,,
google/vit-large-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,33.004271507263184,500.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,97.97476983070374,3500.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,145.72408080101013,5500.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,209.8319940567017,7390.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,45.098846435546875,1000.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,75.07998538017273,2000.0,,
google/vit-base-patch16-384,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,24.88735866546631,500.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,104.59915685653688,5500.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,118.69229483604433,7390.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,56.59592032432556,3500.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,27.90315079689026,1000.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,68.42648983001709,3500.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,43.92621874809265,2000.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,109.41713428497314,7390.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,95.30768370628356,5500.0,,
apple/mobilevit-xx-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,18.428107261657715,500.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,45.91607141494751,2000.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,24.86823606491089,1000.0,,
apple/mobilevit-small,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,19.62598752975464,500.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,91.63264012336732,5500.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,125.4339816570282,7390.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,66.0540816783905,3500.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,42.8699324131012,2000.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,100.79448294639587,5500.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,47.3208966255188,2000.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,71.05288124084473,3500.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,39.63760805130005,2000.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,25.7752583026886,1000.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,20.455526113510132,500.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,25.490305185317993,500.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,29.14438772201538,1000.0,,
facebook/deit-base-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,26.99309539794922,1000.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,112.01049304008484,7390.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,87.68607711791992,5500.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,61.5426070690155,3500.0,,
facebook/deit-small-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,18.870037317276,500.0,,
facebook/deit-tiny-patch16-224,pcuenq/oxford-pets,metrics,pcuenq/oxford-pets_20231121-190822-362963,1,97.229590177536,7390.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,2,59102.90164017677,610830.0,10.0,10.0
google/vit-base-patch16-384,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,2,51548.89686727524,610830.0,10.0,10.0
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,2,70906.8880136013,610830.0,10.0,10.0
facebook/deit-base-patch16-384,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,2,46611.04890322685,610830.0,10.0,10.0
microsoft/cvt-21-384-22k,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,2,53347.17986035347,610830.0,10.0,10.0
apple/mobilevit-small,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,23789.790360450745,610830.0,10.0,10.0
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,36105.24926042557,610830.0,10.0,10.0
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,24767.207716941833,610830.0,10.0,10.0
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,30844.074517965317,610830.0,10.0,10.0
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,24433.448844194412,610830.0,10.0,10.0
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,27173.630613327023,610830.0,10.0,10.0
microsoft/beit-base-patch16-224,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,25891.91780781746,610830.0,10.0,10.0
microsoft/cvt-13,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,24480.87150001526,610830.0,10.0,10.0
apple/mobilevit-xx-small,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,25540.241286754608,610830.0,10.0,10.0
google/vit-large-patch16-224,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,44544.18090963364,610830.0,10.0,10.0
facebook/deit-small-patch16-224,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,18404.51259636879,537530.4,8.8,10.0
facebook/deit-base-patch16-224,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,21173.16943526268,513097.2,8.4,10.0
Intel/vit-base-patch16-224-int8-static,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,5712.358772993088,300000.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,train,huggan/wikiart_20231117-102011-747776,1,18542.334639549255,561963.6,9.2,10.0
Intel/vit-base-patch16-224-int8-static,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,589.2226324081421,30000.0,,
Intel/vit-base-patch16-224-int8-static,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,234.7179923057556,10000.0,,
Intel/vit-base-patch16-224-int8-static,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,34.73257875442505,1000.0,,
Intel/vit-base-patch16-224-int8-static,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,28.814045429229736,500.0,,
microsoft/swin-base-patch4-window12-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,9984.337484121324,300000.0,,
microsoft/swin-base-patch4-window12-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,1100.1003921031952,30000.0,,
microsoft/swin-base-patch4-window12-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,384.15972113609314,10000.0,,
microsoft/swin-base-patch4-window12-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,45.80856704711914,1000.0,,
microsoft/swin-base-patch4-window12-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,28.179714679718018,500.0,,
facebook/dinov2-small-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,8062.662850856781,300000.0,,
facebook/dinov2-small-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,692.087096452713,30000.0,,
facebook/dinov2-small-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,248.70037126541135,10000.0,,
facebook/dinov2-small-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,35.14525127410889,1000.0,,
facebook/dinov2-small-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,24.38421392440796,500.0,,
facebook/dinov2-base-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,9024.803353309631,300000.0,,
facebook/dinov2-base-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,886.7564375400543,30000.0,,
facebook/dinov2-base-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,282.36934518814087,10000.0,,
facebook/dinov2-base-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,40.908032178878784,1000.0,,
facebook/dinov2-base-imagenet1k-1-layer,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,24.629873991012573,500.0,,
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3431.4950201511383,60000.0,,
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1634.5463910102844,30000.0,,
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,576.7482845783234,10000.0,,
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,73.58356857299805,1000.0,,
microsoft/swinv2-base-patch4-window8-256,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,45.10740661621094,500.0,,
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2989.7093114852905,60000.0,,
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1402.0275132656095,30000.0,,
