model_name,dataset_name,job_type,group,n_gpus,runtime,n_samples,epochs,max_epochs
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,478.9223477840424,10000.0,,
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,65.60229349136353,1000.0,,
Intel/vit-base-patch16-224-int8-static,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,44.24276661872864,500.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3918.54571390152,60000.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1997.7715771198273,30000.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,680.5073747634888,10000.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,86.00881600379944,1000.0,,
microsoft/swin-base-patch4-window12-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,50.82708024978638,500.0,,
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3267.4869606494904,60000.0,,
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1704.4202003479004,30000.0,,
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,614.2368984222412,10000.0,,
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,77.12350463867188,1000.0,,
facebook/dinov2-base-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,47.637067794799805,500.0,,
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3589.605702161789,60000.0,,
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1763.1063520908356,30000.0,,
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,573.0364499092102,10000.0,,
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,66.77215099334717,1000.0,,
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,4424.594316959381,60000.0,,
facebook/dinov2-small-imagenet1k-1-layer,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,47.921271085739136,500.0,,
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2325.902074813843,30000.0,,
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,827.0591568946838,10000.0,,
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,102.01054501533508,1000.0,,
microsoft/swin-large-patch4-window12-384-in22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,66.2239351272583,500.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2703.570285797119,60000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1406.73326253891,30000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,480.3030409812927,10000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,62.155844926834106,1000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,38.87893724441528,500.0,,
microsoft/beit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2929.449642896652,60000.0,,
microsoft/beit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1515.2124383449554,30000.0,,
microsoft/beit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,477.029688835144,10000.0,,
microsoft/beit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,66.17353129386902,1000.0,,
microsoft/beit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,44.001755714416504,500.0,,
microsoft/beit-large-patch16-512,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3345.674564599991,30000.0,,
microsoft/beit-large-patch16-512,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,6595.611371040344,60000.0,,
microsoft/beit-large-patch16-512,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1171.5578365325928,10000.0,,
microsoft/beit-large-patch16-512,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,131.75912356376648,1000.0,,
microsoft/beit-large-patch16-512,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,80.23084545135498,500.0,,
facebook/deit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3345.473210811615,60000.0,,
microsoft/swinv2-base-patch4-window8-256,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,9545.308324813845,300000.0,,
facebook/deit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1786.8126440048218,30000.0,,
facebook/deit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,608.5253021717072,10000.0,,
facebook/deit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,78.03731870651245,1000.0,,
facebook/deit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,44.46306800842285,500.0,,
microsoft/cvt-21-384-22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3485.3022079467773,60000.0,,
microsoft/cvt-21-384-22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1791.2267560958862,30000.0,,
microsoft/cvt-21-384-22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,595.5644896030426,10000.0,,
microsoft/cvt-21-384-22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,75.80558228492737,1000.0,,
microsoft/cvt-21-384-22k,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,47.51410365104675,500.0,,
microsoft/cvt-13,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3106.970522880554,60000.0,,
microsoft/cvt-13,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1723.0855717658997,30000.0,,
microsoft/cvt-13,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,579.6111061573029,10000.0,,
microsoft/swinv2-base-patch4-window8-256,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,1003.0745027065276,30000.0,,
microsoft/swinv2-base-patch4-window8-256,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,350.5438678264618,10000.0,,
microsoft/cvt-13,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,63.7850878238678,1000.0,,
microsoft/swinv2-base-patch4-window8-256,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,32.562575578689575,500.0,,
microsoft/cvt-13,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,43.52107524871826,500.0,,
microsoft/swinv2-base-patch4-window8-256,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231117-142726-444937,1,54.10921120643616,1000.0,,
google/vit-large-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3518.1703197956085,60000.0,,
google/vit-large-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1447.9502336978912,30000.0,,
google/vit-large-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,573.627377986908,10000.0,,
google/vit-large-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,68.65439367294312,1000.0,,
google/vit-large-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,52.613842725753784,500.0,,
google/vit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3548.89630150795,60000.0,,
google/vit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1618.3590757846832,30000.0,,
google/vit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,663.0688593387604,10000.0,,
google/vit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,71.87993288040161,1000.0,,
google/vit-base-patch16-384,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,45.99187874794006,500.0,,
apple/mobilevit-xx-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2492.5345034599304,60000.0,,
apple/mobilevit-xx-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1256.571519613266,30000.0,,
apple/mobilevit-xx-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,425.58663177490234,10000.0,,
apple/mobilevit-xx-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,55.46057391166687,1000.0,,
apple/mobilevit-xx-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,32.821449995040894,500.0,,
apple/mobilevit-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,3049.422515153885,60000.0,,
apple/mobilevit-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1636.4144747257233,30000.0,,
apple/mobilevit-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,428.2081124782562,10000.0,,
apple/mobilevit-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,79.18727564811707,1000.0,,
apple/mobilevit-small,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,34.376599073410034,500.0,,
facebook/deit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2596.0449759960175,60000.0,,
facebook/deit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1470.439303636551,30000.0,,
facebook/deit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,517.0632495880127,10000.0,,
facebook/deit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,66.76237607002258,1000.0,,
facebook/deit-base-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,45.0816388130188,500.0,,
facebook/deit-small-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2396.7393877506256,60000.0,,
facebook/deit-small-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,418.2298021316528,10000.0,,
facebook/deit-small-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1455.50261759758,30000.0,,
facebook/deit-small-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,62.1666898727417,1000.0,,
facebook/deit-small-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,45.94842576980591,500.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,2710.1406478881836,60000.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,1364.036803007126,30000.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,642.675060749054,10000.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,81.63754391670227,1000.0,,
facebook/deit-tiny-patch16-224,huggan/wikiart,metrics,huggan/wikiart_20231117-102011-747776,1,81.74563217163086,500.0,,
facebook/levit-128S,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,7994.221863269806,300000.0,,
facebook/levit-128S,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,810.8694369792938,30000.0,,
facebook/levit-128S,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,276.6561336517334,10000.0,,
facebook/levit-128S,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,37.63223838806152,1000.0,,
facebook/levit-128S,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,22.843281507492065,500.0,,
microsoft/swin-large-patch4-window12-384-in22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,12661.902827978134,300000.0,,
microsoft/swin-large-patch4-window12-384-in22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,1294.2191331386566,30000.0,,
microsoft/swin-large-patch4-window12-384-in22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,488.12067008018494,10000.0,,
microsoft/swin-large-patch4-window12-384-in22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,57.29220032691955,1000.0,,
microsoft/swin-large-patch4-window12-384-in22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,36.14340043067932,500.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,6715.8049120903015,300000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,728.0293500423431,30000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,238.98053407669067,10000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,33.880690574645996,1000.0,,
microsoft/beit-base-patch16-224-pt22k-ft22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,24.15731406211853,500.0,,
microsoft/beit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,7824.347074985504,300000.0,,
microsoft/beit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,800.1267008781433,30000.0,,
microsoft/beit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,234.6934037208557,10000.0,,
microsoft/beit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,34.56627321243286,1000.0,,
microsoft/beit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,30.713573932647705,500.0,,
microsoft/beit-large-patch16-512,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,27971.46822500229,300000.0,,
microsoft/beit-large-patch16-512,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,2611.021248817444,30000.0,,
microsoft/beit-large-patch16-512,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,959.146231174469,10000.0,,
microsoft/beit-large-patch16-512,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,106.91375589370728,1000.0,,
microsoft/beit-large-patch16-512,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,74.47597908973694,500.0,,
facebook/deit-base-distilled-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,11846.601552009584,300000.0,,
facebook/deit-base-distilled-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,1214.222280740738,30000.0,,
facebook/deit-base-distilled-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,415.6280403137207,10000.0,,
facebook/deit-base-distilled-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,46.48548722267151,1000.0,,
facebook/deit-base-distilled-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,30.086852073669434,500.0,,
facebook/deit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,10993.51221370697,300000.0,,
facebook/deit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,916.7467930316924,30000.0,,
facebook/deit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,317.01180028915405,10000.0,,
facebook/deit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,44.55896472930908,1000.0,,
facebook/deit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,27.47616720199585,500.0,,
microsoft/cvt-21-384-22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,1008.7917873859406,30000.0,,
microsoft/cvt-21-384-22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,9731.551898479462,300000.0,,
microsoft/cvt-21-384-22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,336.2310266494751,10000.0,,
microsoft/cvt-21-384-22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,42.373826026916504,1000.0,,
microsoft/cvt-21-384-22k,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,25.534050226211548,500.0,,
microsoft/cvt-13,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,8194.986803531647,300000.0,,
microsoft/cvt-13,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,834.887505531311,30000.0,,
microsoft/cvt-13,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,281.4899573326111,10000.0,,
microsoft/cvt-13,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,37.800358295440674,1000.0,,
microsoft/cvt-13,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,23.782817602157593,500.0,,
google/vit-large-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,10048.44004392624,300000.0,,
google/vit-large-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,996.8006398677826,30000.0,,
google/vit-large-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,58.54923915863037,1000.0,,
google/vit-large-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,354.03755950927734,10000.0,,
google/vit-large-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,37.90410852432251,500.0,,
google/vit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,8709.066759109497,300000.0,,
google/vit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,888.4006433486938,30000.0,,
google/vit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,297.29848885536194,10000.0,,
google/vit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,38.55397415161133,1000.0,,
google/vit-base-patch16-384,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,27.721416473388672,500.0,,
apple/mobilevit-xx-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,6720.235020160675,300000.0,,
apple/mobilevit-xx-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,677.0665605068207,30000.0,,
apple/mobilevit-xx-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,234.13939356803897,10000.0,,
apple/mobilevit-xx-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,30.205894947052,1000.0,,
apple/mobilevit-xx-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,21.431406021118164,500.0,,
apple/mobilevit-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,7600.704636573792,300000.0,,
apple/mobilevit-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,780.0654647350311,30000.0,,
apple/mobilevit-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,269.52784490585327,10000.0,,
apple/mobilevit-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,36.31309628486633,1000.0,,
apple/mobilevit-small,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,39.97177696228027,500.0,,
facebook/deit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,6573.457316637039,300000.0,,
facebook/deit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,667.9257311820984,30000.0,,
facebook/deit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,229.39338159561157,10000.0,,
facebook/deit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,33.152586460113525,1000.0,,
facebook/deit-base-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,22.716302156448364,500.0,,
facebook/deit-small-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,6298.337623357773,300000.0,,
facebook/deit-small-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,618.300225019455,30000.0,,
facebook/deit-small-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,213.46106553077695,10000.0,,
facebook/deit-small-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,29.23558259010315,1000.0,,
facebook/deit-small-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,22.02427983283997,500.0,,
facebook/deit-tiny-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,7062.19670176506,300000.0,,
facebook/deit-tiny-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,638.2495131492615,30000.0,,
facebook/deit-tiny-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,218.29433178901672,10000.0,,
facebook/deit-tiny-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,29.841387033462524,1000.0,,
facebook/deit-tiny-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,20.458434581756592,500.0,,
facebook/deit-base-distilled-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,9210.955215454102,300000.0,,
facebook/deit-base-distilled-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,993.379316329956,30000.0,,
facebook/deit-base-distilled-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,420.9186809062958,10000.0,,
facebook/deit-base-distilled-patch16-224,aharley/rvl_cdip,metrics,aharley/rvl_cdip_20231116-195758-977970,1,65.44702100753784,1000.0,,
